Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-54292,"Burs, Dental Excavating (Tungsten Carbide)",6520,MB,30-Nov-1990,,,
A-A-54293,"Stopper, Bottle (White Rubber)",6640,MB,30-Nov-1990,,,
A-A-54294,"Insert, Handpiece, Dental Ultrasonic Prophylaxis Unit",6520,MB,14-Dec-1990,,,
A-A-54295A,"Tube, Suction, Plastic (9/32 Inch Inside Diameter)",6515,MB,31-May-1993,,,
A-A-54296,"Fixation Device, External, Orthopedic",6515,MB,14-Nov-1990,,,
A-A-54298,"Vial, Cryogenic Storage",6520,MB,14-Dec-1990,,,
A-A-54299,"Awl, Oral Surgery, Wire Passing",6520,MB,18-Dec-1990,,,
A-A-54301,"Speculum, Vaginal (Graves)",6515,MB,14-Dec-1990,,,
A-A-54302,"Sound, Urethral, Curved, Adult Male",6515,MB,8-Jan-1991,,,
A-A-54304,"Shields, Eye Surgical",6515,MB,14-Dec-1990,,,
A-A-54307,"Tube, Specimen (Pinworm, Disposable)",6520,MB,14-Dec-1990,,,
A-A-54308,Bone Plate,6515,MB,16-Sep-1991,,,
A-A-54309,"Bandage, Cast, Polyester Fabric",6510,MB,31-Dec-1990,,,
A-A-54366,"Canister Assembly, Suction, Surgical (One Canister With Fift",6515,MB,15-Apr-1991,,,
A-A-54368,"Defibrillator and Cardioscope (Three Lead, Portable With Cha",6515,MB,15-Apr-1991,,,
A-A-54369,"Defibrillator and Cardioscope (12-Lead, With Recorder)",6515,MB,15-Apr-1991,,,
A-A-55313,"Cap, Utility: Camouflage",8405,CT,25-Aug-1997,,,
A-A-55314,"Jersey, Reversible",8415,CT,3-Dec-1997,,,
A-A-55316,"Coveralls, Utility",8415,CT,2-Mar-1998,,,
A-A-55317,"Parka, Snow Camouflage, White",8415,CT,28-Jul-1998,"Notice: 1 3-Mar-2000",,
A-A-55422A,"Adapter, Switch Actuator (For Miniature Basic Sensitive Swit",5930,CC,1-Feb-2007,"Notice: 1 7-Apr-2006",,
A-A-55426C,"Fuseholder, Block, Class H, 60 Amperes, 600 V AC, One, Two,a",5920,CC,3-May-2007,"Notice: 0 --",,
A-A-55427C,"Fuseholder, Block, Class H, 60 Amperes, 250 V AC, One, Two,",5920,CC,3-May-2007,"Notice: 2 1-Feb-2007",,
A-A-55430A,"Disk, Flexible, Two-Sided, High-Density, Unformatted, 3.8 Tr",7045,IS,17-Apr-1995,"Notice: 2 1-Feb-2007",,
A-A-55431A,"Disk, Flexible, Two-Sided, High-Density, Unformatted, 5.3 Tr",7045,IS,17-Apr-1995,"Notice: 1 27-May-2005",,
A-A-55433,"Light, Chemiluminescent, 15 IN - 8 HR - A, G",6260,IS,26-Aug-1993,"Notice: 1 27-May-2005",,
A-A-55434,"Light, Chemiluminescent, 4 IN - 6 HR - B, C",6260,IS,26-Aug-1993,"Notice: 1 27-May-2005",,
A-A-55435A,Supplemental Solar Lighting System (Non-Electric); With Acti,6260,IS,21-Nov-1994,"Notice: 1 27-May-2005",,
A-A-55436,"Air Conditioners, Double Hung Window Mount",4120,IS,31-May-1994,,,
A-A-55437,"Cover, Polyethylene, Pallet, Cargo HCU-6/E and HCU-12/E",3990,84,13-Jun-1994,"Notice: 1 19-Oct-2004",,
A-A-55439,"Battery, Storage Vehicular Ignition, Lighting and Starting",6140,GS2,16-Aug-1994,"Notice: 2 1-Feb-2007",,
A-A-55442,"Jar, Screw Cap",8125,IS,10-Feb-1995,,,
A-A-55494C,"Fuse Cartridge, Semiconductor Type, 250 Volts",5920,CC,6-Jul-2006,,,
A-A-55495C,"Fuse Cartridge, Semiconductor Type, 500 Volts",5920,CC,6-Jul-2006,,,
A-A-55496C,"Fuse Cartridge, Semiconductor Type, 700 Volts",5920,CC,6-Jul-2006,,,
A-A-55497D,"Fuse Link, Electrical, Type K (Fast)",5920,CC,7-Feb-2008,,,
A-A-55498D,"Fuse Link, Electrical, Type T (Slow)",5920,CC,7-Feb-2008,"Notice: 1 27-Feb-2003",,
A-A-55500,"Shielding Bead, Electronic General Requirements for",5950,CC,22-May-1996,"Notice: 1 27-Feb-2003",,
A-A-55500/1,Surface Mount Shielding Bead,5950,CC,22-May-1996,,,
A-A-55501C,"Resistors, Fixed, Zero OHM, 1/4 Watt",5905,CC,12-Oct-2007,,,
A-A-2149,"Lamp, Fluorescent (Trade No. F15T8/Pl/Aq)",6240,IS,6-Aug-1983,"Notice: 1 27-May-1999",,
A-A-59403A,"Seat Cover Cloth, Polyester ir Nylon, Water-Resistant",25GP,AT,30-Jan-2008,"Notice: 1 30-Mar-2004",,
A-A-59438,"Playpipe: Nozzle, Fire Hose",4210,CC,26-May-1999,,,
A-A-59423,Vacuum Interfaces Valve for Shipboard Use,4510,SH,21-May-1999,,,
A-A-20327,"Cranberry Juice, Blends, One Hundred Percent",8915,FV,17-Jun-1999,,,
A-A-20317A,"Applesauce Blends, Canned",8915,FV,4-May-2001,,,
A-A-59490,Trunk Lockers,8460,CT,19-Aug-1999,"Notice: 1 6-May-1999",,"Int Amendment: 1 25-Feb-1981"
A-A-59390,"Blocks, Tackle, Wire Rope",3940,GS,27-Aug-1999,"Notice: 1 31-May-2005",,
A-A-59350,"Torch, Welding, Hand, Oxyacetylene, Light Duty",3433,GS6,3-Aug-1999,,,
A-A-59635,"Bearing, Ball, Annuar, Single Row, Angular Contace, Contact",3110,GS4,15-Jan-2003,,,
A-A-59636,"Bearing, Ball, Annular, Double Row, Angular Contact, Non-Fil",3110,GS4,15-Jan-2003,,,
A-A-59637,"Bearing, Ball, Annular, Double Row, Angular Contact, Non-Fil",3110,GS4,15-Jan-2003,,,
A-A-59638,"Bearing, Ball, Annular, Double Row, Angular Contact, Non-Fil",3110,GS4,15-Jan-2003,,,
A-A-59639,"Bearing, Ball, Annular, Double Row, Angular Contact, Filling",3110,GS4,15-Jan-2003,,,
A-A-59640,"Bearing, Ball, Annular, Double Row, Angular Contact, Filling",3110,GS4,15-Jan-2003,,,
A-A-59641A,"Bearing, Ball, Annular, Double Row, Angular Contact, Filling",3110,GS4,18-Jan-2007,,,
A-A-55524/3A,"Shunt, Instrument (External, 50 Millivolt, 800 Through 1200",6625,CC,31-Jan-2003,"Notice: 1 25-Apr-2007",,
A-A-59150A,"Cleaning Compound, Solvent, Hydrofluoroether (HFE)",6850,AS,12-Mar-1998,"Notice: 1 14-Feb-2003",,
A-A-59306A,Fuse Cartridge Class T General Requirements For,5920,CC,19-Dec-2007,,,
A-A-59306/1A,"Fuse Cartridge, Class T, 300 Volts AC, Fast Acting",5920,CC,19-Dec-2007,,,
A-A-59321A,"Test Set, Transponder Set",6625,84,16-Oct-2003,,,
A-A-59322A,Ohmmeter,6625,84,29-Apr-2006,,,
A-A-3193,"Brushes, Paint, Sash, and Trim",8020,FSS,16-Jun-2003,,,
A-A-59723,Degreaser,4940,84,4-Aug-2003,,,
A-A-59319,Disposable Air Filters for Environmental Control Systems,4130,SH,31-Jul-2003,,,
A-A-59210C,"Tractor, Aircraft Towing, MB-4",1740,84,31-Jul-2006,"Notice: 2 29-Jul-2003",,
A-A-50727A,Generator Signal (2 GHz to 26 GHz),6625,84,6-Aug-2003,,,
A-A-59320,Ohmmeter,6625,84,26-Aug-2003,,,
A-A-59369,"Undershirt, Silk Weight Spear System, Lightweight Environmen",8415,CT,27-Aug-2003,,,
A-A-59327,"Drawers, Mid Weight, SPEAR System, Lightwieight Environmenta",8415,CT,27-Aug-2003,,,
A-A-59329,"Drawer. Silk Weight SPEAR System, Lightweight Environmental",8415,CT,27-Aug-2003,,,
A-A-59691,Silicone Compound Nato Code Number S-736,9320,SH,10-Aug-2001,,,
A-A-59371,Voltmeter,6625,84,9-Sep-2003,,,
A-A-59418,"Meter, Modulation",6625,84,19-Dec-2003,,,
A-A-394A,Egg Whip,7330,GL4,6-Nov-1991,,,
A-A-410,"Die, Thread Cutting (Round, Split, Inch Series)",5136,FSS,17-Oct-1979,,,
A-A-50569,"Wardrobes: Clothing, Composite Wood and Metal",7105,IS,10-Jan-1997,,,
A-A-50570,"Paint, Water-borne, Acrylic or Modified Acrylic, Semigloss,",8010,YD1,17-Jan-1997,,,
A-A-50572,"Pump Unit, Centrifugal: Portable, Self-Priming, Engine-Drive",4320,YD1,2-Jul-1997,,,
A-A-50573,"Water Softener Unit, Lime-Soda Type",4610,YD1,21-Apr-1997,,,
A-A-50574,"Enamel, Odorless, Alkyd, Interior, Semigloss, White and Tint",8010,YD1,28-Feb-1997,"Notice: 1 29-Jul-2003",,
A-A-50577,"Semitrailers, Rear Dump; Single Axle and Tandem Axle",2330,YD1,17-Jan-1997,,,
A-A-50578,"Cart, Concrete",3895,YD1,15-Apr-1997,,,
A-A-50579,"Trailer, Equipment, Elevating Body, 4-Wheel",2330,YD1,14-Apr-1997,,,
A-A-50580,"Truck, Tank: Sewage or Waste Collection, Commercial 4 By 2",2320,YD1,7-Apr-1997,,,
A-A-50582A,"Torch Outfit, Cutting and Welding",3433,GS6,19-Apr-2004,,,
A-A-50585,"Gantries, Hoist, Portable (Shop Type)",3950,YD1,24-Apr-1997,"Notice: 1 29-Jul-2003",,
A-A-50587,"Compressor, Air, High Pressure",4310,YD1,24-Jun-1997,"Notice: 1 26-May-2005",,
A-A-50589,"Lamp, Incandescent, G-4-1/2, Miniature Bayonet, Single Conta",6240,IS,21-Feb-1992,"Notice: 1 26-May-2005",,
A-A-50590,"Lamp, Incandescent, G-3-1/2, Miniature Bayonet, Single Conta",6240,IS,21-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50591,"Lamp, Incandescent, T-7, Candelabra Screw",6240,IS,21-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50592,"Lamp, Incandescent, S-11, Candelabra Screw",6240,IS,21-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50593,"Lamp, Incandescent, T-2, Telephone Slide, Tungsten Filament,",6240,IS,26-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50594,"Lamp, Incandescent, C-7, Bayonet, Double Contact",6240,IS,26-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50595,"Lamp, Incandescent, Par-36, Screw Terminal",6240,IS,26-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50596,"Lamp, Fluorescent, T-12, High Output-High Temperature, Base",6240,IS,26-Feb-1992,"Notice: 1 27-May-2005",,
A-A-50597,"Lamp, Fluorescent, T-12, Preheat, Cool White, Medium Bipin",6240,IS,26-Feb-1992,,,
A-A-50598,"Kit, Photoluminescent Marking",4240,SH,22-May-1992,,,
A-A-51693A,"Alcohol, Dehydrated, USP",6505,MB,28-Jul-1989,,,
A-A-51810,"Timer, Interval",6645,MB,4-Feb-1987,,,
A-A-51811A,"Cartridge Extraction Assembly, Sample Processor",6505,MB,20-Aug-1987,,,
A-A-0051814,"Gemfibrozil Capsules, USP",6505,MB,29-Jan-1987,,,
A-A-0051816A,Polyethylene Glycol and Electrolytes for Oral Solution,6505,MB,16-Feb-1988,,,
A-A-51821,"Filiform, Urethral",6515,MB,11-Feb-1987,,,
A-A-51822A,"Cylinder, Graduated, Laboratory",6640,DM,20-Jul-1987,,,
A-A-51823A,"Tube, Centrifugal Hematology",6630,MB,3-Feb-1988,,,
A-A-51825A,"Forceps, Hemostatic Clip Applying, Medium, Serrated Jaws, An",6515,MB,8-Jun-1989,,,
A-A-51827A,"Thermometer, Clinical, Human, (Disposable)",6515,MB,19-Aug-1987,,,
A-A-51832,"Bandage, Adhesive",6510,MB,13-May-1987,,,
A-A-51834A,"Albumin Human, USP, Heat Treated",6505,MB,30-May-1989,,,
A-A-51836A,"Forceps, Eye Suture, Straight, Tweezers-Type (Castroviejo)",6515,MB,13-Feb-1989,,,
A-A-0051837,"Drape, Surgical",6530,MB,20-Feb-1987,,,
A-A-51838,"Strip Assortment, Abrasive, Dental (Aluminum Oxide, Metal Ba",6520,MB,9-Mar-1987,,,
A-A-51840A,"Scissors, Ear Serrated (Joseph)",6515,MB,6-Jun-1989,,,
A-A-53400/1,"Forceps, Hemostatic, Halsted",6515,MB,27-Jun-1988,,,
A-A-53400/2,"Forceps, Hemostatic, Rochester-Pean",6515,MB,27-Jun-1988,,,
A-A-53400/3,"Forceps, Hemostatic, Kelly",6515,MB,27-Jun-1988,,,
A-A-53444,"Sling, Head",6530,MB,29-Apr-1988,,,
A-A-53446,"Syringe, Fountain",6530,MB,29-Apr-1988,,,
A-A-53448A,"Tray, Instrument (Ophthalmic Microsurgery)",6530,MB,15-Apr-1991,,,
A-A-53449,"Tray, Sterilization, Arthroscopic Instrument Components",6530,MB,29-Apr-1988,,,
A-A-53451,"Wrapper, Sterilization",6530,MB,29-Apr-1988,,,
A-A-53452,"Shampoo, Medicated (Sulfur and Salicylic Acid)",6508,MB,7-Sep-1989,,,
A-A-53455,"Mouthpiece, Pipetting",6640,MB,12-Apr-1988,,,
A-A-53456,"Splint, Hand (Cock Up Wrist)",6515,MB,12-Apr-1988,,,
A-A-53458,"Elevator-Retractor, Periosteal (Crego)",6515,MB,20-Apr-1988,,,
A-A-53459,"Condom (Prophylactic, Natural Rubber)",6515,MB,15-Dec-1988,,,
A-A-53460A,"Bottle, Safety Cap (Plastic, Light-Resistant, Liquid Prescri",6530,MB,13-Sep-1988,,,
A-A-53461,"Container, Mouth Rinse, Dental",6520,MB,29-Jul-1988,,,
A-A-53462,"Pump, Dental (Mouth Rinse)",6520,MB,30-Jun-1988,,,
A-A-53465,"Curette, Ear (House, Light, Angle)",6515,MB,29-Jul-1988,,,
A-A-53468,"Furnace, Dental Laboratory Electric",6520,MB,25-May-1990,,,
A-A-53470,"Burs, Bone Surgery, Diamond",6515,MB,22-Aug-1988,,,
A-A-53470/1,"Bur, Bone Surgery (Diamond, 2 mm, Round Head, Long Shank)",6515,MB,22-Aug-1988,,,
A-A-53470/2,"Bur, Bone Surgery (Diamond, 3 mm, Round Head, Long Shank)",6515,MB,22-Aug-1988,,,
A-A-53470/3,"Bur, Bone Surgery (Diamond, 5 mm, Round Head, Long Shank)",6515,MB,22-Aug-1988,,,
A-A-53470/4,"Bur, Bone Surgery (Diamond, 2 mm, Rhinoplastic Head, Long Sh",6515,MB,22-Aug-1988,,,
A-A-53470/5,"Bur, Bone Surgery (Diamond, 4 mm, Round Head, Long Shank)",6515,MB,22-Aug-1988,,,
A-A-53470/6,"Bur, Bone Surgery (Diamond, 4 mm, Oval Head, Long Shank)",6515,MB,22-Aug-1988,,,
A-A-54370,"Drape, Surgical Plastic, Disposable",6530,MB,15-Apr-1991,,,
A-A-54371,"Heater, Heat Treatment Pad",6530,MB,15-Apr-1991,,,
A-A-54372A,"Mask, Surgical (Pleated)",6515,MB,15-Jan-1993,,,
A-A-54373,"Robe, Dressing (Striped Seersucker)",6532,MB,15-Apr-1991,,,
A-A-54374,"Curing Unit, Denture, One Stage",6515,MB,12-Apr-1991,,,
A-A-54376,"Guide Wire, Cardiovascular Catheter, (Sterile, Disposable,",6515,MB,22-Apr-1991,,,
A-A-54377,"File, Bone, (Dental, Double-Ended) Seldin, No 11",6515,MB,22-Apr-1991,,,
A-A-54379,"Speculum, Otoscope (Plastic, 4 mm, Disposable",6515,MB,22-Apr-1991,,,
A-A-54382,"Anesthesia Set Spinal (Saddle Block, Disposable)",6515,MB,22-Apr-1991,,,
A-A-54383,"Face-Bow, Articulator, Dental",6520,MB,10-Jun-1991,,,
A-A-54384,"Points, Endodontic, Paper, Sterile",6520,MB,15-Apr-1994,,,
A-A-54386,"Microscope, Optical (Binocular, Bright Field)",6650,MB,22-Apr-1991,,,
A-A-54387,"Mirror, Mouth Examining (Plastic Handle, Disposable)",6515,MB,22-Apr-1991,,,
A-A-54388,"Tube, Tracheostomy, Double Chip",6515,MB,12-May-1991,,,
A-A-54391,"Curing Unit, Denture, Two Stage",6515,MB,30-Apr-1991,,,
A-A-54393,"Scissors, Corneal, Castroviejo",6515,MB,17-May-1991,,,
A-A-54394,"Curette, Uterine, Blunt, Thomas",6515,MB,30-Apr-1991,,,
A-A-54396,"Curettes, Periodontal (McCall)",6520,MB,30-Apr-1991,,,
A-A-54397,"Tip, Dental Suction Apparatus, Plastic",6520,MB,30-Apr-1991,,,
A-A-55502C,"Resistors, Fixed, Zero OHM, 1/8 Watt",5905,CC,12-Oct-2007,,,
A-A-55504C,"Fuseholder, Extractor Post, Which Accommodates 3AG (.25 Inch",5920,CC,3-May-2007,"Notice: 0 --",,
A-A-55504/1B,"Fuseholder, Extractor Post, Front Mount, Low Profile, Finger",5920,CC,20-Jan-2006,"Notice: 0 --",,
A-A-55504/2B,"Fuseholder, Extractor Post, Front Mount, High Profile, Finge",5920,CC,20-Jan-2006,"Notice: 0 --",,
A-A-55504/3B,"Fuseholder, Extractor Post, Front or Rear Mount, Finger Grip",5920,CC,20-Jan-2006,"Notice: 0 --",,
A-A-55504/4B,"Fuseholder, Extractor Post, Low Profile, Snap-In, Front Moun",5920,CC,20-Jan-2006,"Notice: 0 --",,
A-A-55504/6B,"Fuseholder, Extractor Post, High Profile, Front Mount, Screw",5920,CC,20-Jan-2006,"Notice: 2 7-Feb-2003",,
A-A-55506A,"Filter, Radio Frequency Interference",5915,CC,17-Sep-2001,,,
A-A-55507A,"Clip, Electrical, Fuse, General Requirements For",5999,CC,15-Oct-2001,,,
A-A-55507/1B,"Clip, Electrical, Fuse, 30 and 60 Ampere, For Fuse Diameter",5999,CC,2-Feb-2004,,,
A-A-55508D,"Fuseholder, Block, 30 Amperes (A), 250 Volts (V) AC, 1 to 12",5920,CC,3-May-2007,"Notice: 1 8-Jun-2006",,
A-A-55512A,"Resistor, Thermally Sensitive (Thermistor)",5905,CC,11-Jun-2001,"Notice: 2 30-Oct-2006",,
A-A-55513,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 30-Oct-2006",,
A-A-55514,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,"Notice: 2 30-Oct-2006",,
A-A-55515,"Connectors, Electrical, IEEE 488 Compatible, Rectangular, Mi",5935,CC,15-Mar-1994,,,
A-A-55516,"Microcircuit, Linear, Video Analog Input Interface, Monolith",5962,ES,30-May-1994,,,
A-A-55517A,"Resistor, Fixed, Carbon Film, General Requirements for",5905,CC,12-Dec-2002,,,
A-A-55517/2B,"Resistor, Fixed, Carbon Film, 1/4 Watt",5905,CC,12-Dec-2002,,,
A-A-55517/3B,"Resistor, Fixed, Carbon Film, 1/2 Watt",5905,CC,12-Dec-2002,,,
A-A-55517/4B,"Resistor, Fixed, Carbon Film, 1 Watt",5905,CC,12-Dec-2002,,,
A-A-55517/5B,"Resistor, Fixed, Carbon Film, 2 Watt",5905,CC,12-Dec-2002,,,
A-A-55518B,"Fuseholder, Block, General Requirements for",5920,CC,22-Jun-2006,,,
A-A-55518/2C,"Fuseholder, Block, 30 Ampere (A), 250 Volts (V) AC, 1 Throug",5920,CC,1-Feb-2008,,,
A-A-59469,"Washer-Extractor, Laundry, 35 to 200 Pound Capacity (Naval S",3510,SH,23-Jun-1999,,,
A-A-59471,Dry Cleaning Presses and Finishing Equipment (Naval Shipboar,3510,SH,23-Jun-1999,,,
A-A-59472,"Tumbler, Drying, Laundry (Naval Shipboard)",3510,SH,23-Jun-1999,,,
A-A-59473,"Curtain, Track, and Suspension System, Berth (Naval Shipboar",7230,SH,23-Jun-1999,"Notice: 1 25-Oct-2005",,
A-A-59389,"Grinding Machine, Tool, and Cutter, Floor-Mounted",GS,GS6,3-Aug-1999,,,
A-A-59474,"Insulation Tape, Electrical, High Temperature, Polytetrafluo",5970,AS,26-Jul-1999,"Notice: 1 31-May-2005",,
A-A-59309,"Tester, Torque Wrench",6635,GS1,21-Jul-1999,,,
A-A-59323A,"Cloths, Cleaning, Low-Lint",7920,AS,24-Mar-2005,,,
A-A-59386,"Milling Machine, Vertical, Ram and Turret, Knee, Manual",3417,GS6,31-Aug-1999,"Notice: 1 16-Mar-2007",,
A-A-59492,"Truck, Forklift, Diesel Engine Driven, 120 Inch Lift Height,",3930,SA,19-Aug-1999,,,
A-A-59493,"Truck, Fork, Reaching and Tiering, Stand Up Rider, Electric,",3930,SA,25-Aug-1999,,,
A-A-59358,"Undershirt, Mid Weight, SPEAR System, Lightweight Environmen",8415,CT,27-Aug-2003,"Notice: 1 6-Oct-2003",,
A-A-59212,"Winches, Drums, Power-Operated, Diesel-Engine-Driven",3950,CC,18-May-1998,,,
A-A-55470C,"Fuse, Plug, (Type W), NON Time Delay, Edison Base",5920,CC,3-May-2007,,,
A-A-51138A,Brazing and Soldering Set (Acetylene Gas),3433,GS6,25-Jul-2001,"Notice: 1 30-Apr-2007",,
A-A-55469/2A,"Connectors, Electrical, Plugs, Tip, Dual (Banana Plug)",5935,CC,17-Jul-2002,,,
A-A-55471C,"Fuse, Plug (Type TL), Time Delay, Edison Base",5920,CC,3-May-2007,,,
A-A-55473C,"Fuse, Plug, (Type T), Time Delay, Dual Element, Edison Base",5920,CC,3-May-2007,,,
A-A-55483A,"Shielding Bead, Electronic",5950,CC,15-Jul-2003,,,
A-A-55485/4A,"Mounting Pads, Electrical-Electronic Component, Lead Convers",5999,CC,7-Mar-2003,,,
A-A-55485/5A,"Mounting Pads, Electrical-Electronic Component, Lead Convers",5999,CC,7-Mar-2003,,,
A-A-55485/6B,"Mounting Pads, Electrical-Electronic Component, For Relay A",5999,CC,7-Mar-2003,,,
A-A-55485/7A,"Mounting Pads, Electrical-Electronic Component, Multiple App",5999,CC,7-Mar-2003,,,
A-A-55509C,"Fuse, Indicator Alarm",5920,CC,3-May-2007,"Notice: 1 23-Aug-2007",,
A-A-55472C,"Fuse, Plug, (Type S), Time Delay, Type S Base",5920,CC,3-May-2007,"Notice: 0 --",,
A-A-59333A,"Trucks, Hand, Lift; Pallet, Manual-Hydraulic",3920,IS,24-Mar-2005,"Notice: 1 30-Oct-2003",,
A-A-59252,"Ethers, Electric, Portable, 120-Volt A.C.",5130,IS,16-Jun-1998,"Notice: 0 --",,
A-A-52524/13A,"Seal, Plain or Seal, Plain Encased: Non-Spring Loaded, Singl",5330,AT,6-Nov-2003,,,
A-A-55563/19,"Holder, Electrical Card, Metal Card Guide, Low Profile, Open",5998,CC,11-Nov-2003,,,
A-A-55563/20,"Holder, Electrical Card, Metal Card Guide, Low Profile, Open",5998,CC,11-Nov-2003,"Notice: 1 7-Nov-2003",,
A-A-59313,"Thread Compound; Antiseize, Zinc Dust-Petrolatum",8030,AS,3-Feb-1999,,,
A-A-20109A,Teriyaki Sauce,8950,SS,17-Nov-2003,"Notice: 1 18-Nov-2005",,
A-A-461B,Hand Cleaner (Pre-Moistened Paper Towelette in Packet),8520,SS,2-May-1995,,,
A-A-2293,"Gage, Wheel Alignment",5210,YD,15-May-1984,,,
A-A-2307A,"File, Hand (American Pattern), Aluminum",5110,FSS,8-Oct-2002,,,
A-A-2308A,"File, Hand (American Pattern), Bandsaw, Blunt",5110,FSS,8-Oct-2002,,,
A-A-2310A,"File, Hand (American Pattern), Crosscut",5110,FSS,8-Oct-2002,,,
A-A-3041A,"Wrench, Open End, Ratchet (TAC Pattern), for Tube Fittings,",5120,FSS,21-Oct-2003,,,
A-A-3047,"Cutter, Bolt",5110,FSS,6-Nov-1996,"Notice: 0 --",,
A-A-3048A,"Tapes, Measuring (Steel Surveyors')",5210,FSS,9-Apr-2002,,,
A-A-3050,"Vise, Pipe, Hinged Jaw",5120,FSS,6-Nov-1996,,,
A-A-50599,"Fan, Tubeaxial, Portable, Desmoking, and Ventilating",4140,SH,16-Jul-1992,"Notice: 1 27-May-2005",,
A-A-50600,"Lamps, Incandescent, G-9, Bayonet Candelabra, Double Contact",6240,IS,31-Jul-1992,,,
A-A-50601,Audio Entertainment Distribution Equipment,5830,SH,14-Jan-1993,,,
A-A-50602,Self-Lubricated Bearings,3120,SH,5-Apr-1993,,,
A-A-50603,"Loudspeaker-Microphone (Megaphone, Electronic, Portable)",5830,SH,11-Feb-1993,,,
A-A-50604,"Expansion Joint, Sleeved, (Non-Flanged), Fire-Retardant, Wit",4730,SH,10-Aug-1993,,,
A-A-50605,"Expansion Joint, TFE Fluorocarbon Resin, Corrugated With Duc",4730,SH,10-Aug-1993,,,
A-A-50606,Portable Hydraulic Access and Rescue System (PHARS) (SHIPBOA,4240,SH,13-Sep-1993,,,
A-A-50607,Rescue Swimmer Dry Suit,4220,SH,27-Jan-1994,,,
A-A-50608,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50609,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50610,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50611,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50612,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50613,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50614,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50615,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50616,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50617,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50618,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50619,"Battery, Storage (Portable, Sealed, Maintenance-Free, Lead-A",6140,SH,3-Dec-1993,,,
A-A-50620,"Electrode, pH, Combination Sealed",6630,SH,28-Jan-1994,,,
A-A-50621,"Loudspeaker, Permanent Magnet for Shipboard Entertainment Sy",5965,SH,23-Feb-1993,,,
A-A-50622,Surge Suppressor for Shipboard Personal Computers and Periph,6150,SH,14-Mar-1994,,,
A-A-50742,"Aircraft Mover, Electrically Powered",1740,82,15-Oct-1987,,,
A-A-50743A,"Cleaner, Ultrasonic, With Rinse and Dry, 5.5 Gallon",4940,82,29-Sep-1989,,,
A-A-50744B,"Cleaner, Ultrasonic, Nine Gallon Capacity, Aerospace Mainten",4940,84,10-Apr-2002,,,
A-A-51841,"Ruler, Endodontic Instrument (Finger Ring, Right Handed)",6520,MB,13-Apr-1987,,,
A-A-51844,"Envelope, Sterilization",6530,MB,31-Mar-1987,,,
A-A-51845,"Cabinet, Electrocardiograph",6530,MB,31-Mar-1987,,,
A-A-51847B,"Indicator, Sterilization",6530,MB,19-Mar-1993,,,
A-A-51848A,"Forceps, Electrocoagulation, Bipolar, 6 Inch (Malis)",6515,MB,21-Feb-1989,,,
A-A-51849A,"Elevator and Retractor, Bone (Bennett Design)",6515,MB,8-Mar-1989,,,
A-A-0051854,Sorbitol Irrigation,6505,MB,25-Feb-1987,,,
A-A-51856A,"Sponge, Surgical (Nonwoven Synthetic Fiber, Spear Shaped)",6510,MB,1-Mar-1988,,,
A-A-0051858,"Case, Medical, Shipping and Storage, Polyethylene, Rigid",6545,MB,17-Mar-1987,,,
A-A-51859A,"Forceps, Hemostatic Clip Applying, Large, Serrated Jaws, Ang",6515,MB,1-Jun-1989,,,
A-A-51860A,"Partition, Medical Case",6515,MB,16-Dec-1987,,,
A-A-51863A,"Hook, Dura (Dandy)",6515,MB,2-May-1989,,,
A-A-0051864,"Hook, Dura (Adson and Frazier)",6515,MB,3-Apr-1987,,,
A-A-0051865,Urea Cream,6505,MB,18-Feb-1987,,,
