Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
W-L-101/46A,"Lamp, Incandescent 1500 Watt, 120 Volts, Ps-52 Bulb Clear Mo",6240,AS,21-Nov-1977,,,
W-L-101/47A,"Lamp, Incandescent 1500 Watt, 125 Volts, Ps-52 Bulb Clear Mo",6240,AS,21-Nov-1977,,,
W-L-101/48A,"Lamp, Incandescent 200 Watt, 120 Volts, A-23 Bulb Clear Medi",6240,AS,21-Nov-1977,,,
W-L-101/49A,"Lamp, Incandescent 200 Watt, 130 Volts, A-23 Bulb Clear Medi",6240,AS,21-Nov-1977,,,
W-L-101/50A,"Lamp, Incandescent 1000 Watt, 120 Volts, Ps-52 Bulb Inside",6240,AS,21-Nov-1977,,,
W-L-101/51A,"Lamp, Incandescent 500 Watt, 120 Volts, Ps-35 Bulb Clear Mog",6240,AS,21-Nov-1977,,,
W-L-101/52A,"Lamp, Incandescent 150 Watt, 120 Volts, A-23 Bulb Clear Medi",6240,AS,21-Nov-1977,,,
W-L-101/53A,"Lamp, Incandescent 50 Watt, 120 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/54A,"Lamp, Incandescent 50 Watt, 130 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/56A,"Lamp, Incandescent 500 Watt, 120 Volts, Ps-35 Bulb Inside Fr",6240,AS,21-Nov-1977,,,
W-L-101/57A,"Lamp, Incandescent 150 Watt, 120 Volts, Ps-25 Bulb Inside Fr",6240,AS,21-Nov-1977,,,
W-L-101/58A,"Lamp, Incandescent 200 Watt, 120 Volts, Ps-25 Bulb Inside Fr",6240,AS,21-Nov-1977,,,
W-L-101/59A,"Lamp, Incandescent 200 Watt, 120 Volts, Ps-25 Bulb Clear Med",6240,AS,21-Nov-1977,,,
W-L-101/60A,"Lamp, Incandescent 60 Watt, 125 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/61A,"Lamp, Incandescent 60 Watt, 120 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/62A,"Lamp, Incandescent 60 Watt, 130 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/63A,"Lamp, Incandescent 1000 Watt, 120 Volts, Ps-52 Bulb Clear Mo",6240,AS,21-Nov-1977,,,
W-L-101/65A,"Lamp, Incandescent 150 Watt, 125 Volts, A-23 Bulb Inside Fro",6240,AS,21-Nov-1977,,,
GG-F-599B,"Forceps, Dressing, (Dental)",6520,MB,9-Sep-1988,,,
SS-G-659A,"Graphite, Dry (Lubricating)",9620,84,1-Mar-1967,,,
GGG-H-575(1),"Holders; Sheet Metal, Hole and Edge Grip-Notice 1 is inactiv",5120,AS,10-Nov-1966,,,
CCC-C-432D,"Cloth, Sheeting, Cotton, (Unbleached, Bleached, and Dyed)-No",8305,CT,13-Oct-1972,"Notice: 2
11-Apr-2002","Amendment: 2
10-May-1982",
C-F-206G,"Felt Sheet: Cloth, Felt, Wool, Pressed - Notice 3 Inactivati",8305,AR,27-Jun-1989,,,
J-C-1270B,"Cable Assembly, Power, Electrical",6150,CR,5-Oct-1973,,,
W-L-101/66A,"Lamp, Incandescent 150 Watt, 130 Volts, A-23 Bulb Inside Fro",6240,AS,21-Nov-1977,,,
W-L-101/67A,"Lamp, Incandescent 300 Watt, 120 Volts, Ps-30 Bulb Inside Fr",6240,AS,21-Nov-1977,,,
W-L-101/68A,"Lamp, Incandescent 40 Watt, 120 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/69A,"Lamp, Incandescent 40 Watt, 130 Volts, A-19 Bulb Inside Fros",6240,AS,21-Nov-1977,,,
W-L-101/72A,"Lamp, Incandescent 500 Watt, 120 Volts, Ps-40 Bulb Clear Mog",6240,AS,18-Nov-1977,,,
W-L-101/73A,"Lamp, Incandescent 750 Watt, 130 Volts, Ps-52 Bulb Clear Mog",6240,AS,18-Nov-1977,,,
W-L-101/74A,"Lamp, Incandescent 300 Watt, 120 Volts, Ps-35 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/75A,"Lamp, Incandescent 300 Watt, 130 Volts, Ps-35 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/76A,"Lamp, Incandescent 100 Watt, 115 Volts, A-21 Bulb Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/77A,"Lamp, Incandescent 100 Watt, 120 Volts, A-21 Bulb Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/78A,"Lamp, Incandescent 100 Watt, 125 Volts, A-21 Bulb Inside Coa",6240,AS,18-Nov-1977,,,
W-L-101/79A,"Lamp, Incandescent 50 Watt, 115 Volts, A-19 Bulb Inside Fros",6240,AS,18-Nov-1977,,,
W-L-101/80A,"Lamp, Incandescent 50 Watt, 120 Volts, A-19 Bulb Inside Fros",6240,AS,18-Nov-1977,,,
W-L-101/81A,"Lamp, Incandescent 150 Watt, 120 Volts, A-23 Bulb Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/83A,"Lamp, Incandescent 200 Watt, 120 Volts, Ps-30 Bulb Clear Med",6240,AS,18-Nov-1977,,,
W-L-101/84A,"Lamp, Incandescent 200 Watt, 120 Volts, Ps-30 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/85A,"Lamp, Incandescent 75 Watt, 120 Volts, A-21 Bulb Inside Fros",6240,AS,18-Nov-1977,,,
W-L-101/86C,"Lamp, Incandescent 6 Watt, 120 Volts, S-6 Bulb, Clear, Cande",6240,AS,10-Jun-1981,,,
W-L-101/87C,"Lamp, Incandescent 6 Watt, 130 Volts, S-6 Bulb Clear Candela",6240,AS,10-Jun-1981,,,
W-L-101/88C,"Lamp, Incandescent 6 Watt, 145 Volts, S-6 Bulb Clear Candela",6240,AS,10-Jun-1981,,,
GG-O-770D,"Otoscope and Ophthalmoscope Set, Battery Type",6515,DM,18-Mar-1986,,,
GG-P-455B(3),"Plates and Foils, Photographic (Photosensitive Anodized Alum",6750,AS,1-May-1967,,,
GGG-L-795E,"Lubricating Unit, Power Operated, and Pumping Units, Pressur",4930,AT,21-Feb-1990,,,
GGG-L-1763,Labeling Machines,3540,GL,15-Feb-1974,,,
RR-W-365A,Wire Fabric (Insect Screening) (Notice 1 canc Int Amd 1 date,5335,AT,5-Sep-1980,,,
O-B-41G,Battery Water,6810,GS3,31-May-2005,,,
O-C-275C,"Chemicals, Photographic Single Substance, General Specificat",6750,ER,30-Jun-1969,,,
O-C-00275D,"Chemicals, Photographic Single Substance, General Specificat",6750,ER,4-Apr-1974,"Notice: 3
29-Nov-2001",,
O-C-940B,"Cycohexylamine, Technical",6810,GS,12-Jun-1975,,,
SS-S-200E(2),"Sealants, Joint, Two-Component, Jet-Blast Resistant, Cold-Ap",8030,YD1,15-Aug-1984,"Notice: 3
14-Mar-2007","Amendment: 1
17-Nov-1975","Int Amendment: 0
--"
O-D-1407,"Dry Chemical, Fire Extinguishing, Potassium Bicarbonate",4210,SH,9-Aug-1972,"Notice: 2
17-Apr-2007",,
O-D-1435B,"Sanitizer, Phenolic Type, Concentrate",6840,GS3,30-Jun-1992,,,
O-E-751C,"Ether, Petroleum; Technical Grade",6810,GS3,10-Jan-2003,,,
O-I-568D,"Insecticide, DDT (75 Percent, Water Dispersible Powder)",6840,GS,4-Dec-1969,,,
TT-E-751C,"Ethyl Acetate, Technical",6810,GS,13-Apr-1967,,"Amendment: 1
23-Jun-1977",
TT-F-325A(2),"Filler, Engraving, Stamped Marking",8030,AV,16-Sep-1965,"Notice: 1
13-Jul-1993",,
GGG-T-71,"Taps, Threading, Hand, Commercial and Precision Ground, Tap",5136,11,18-Jan-1952,,,
P-W-2891A,"Wipe Solvents, Exempt and Non-Exempt (Inactive for New Desig",7930,AS,8-Nov-2002,,,
O-I-1279B,Ion Exchange Resins,6810,SH,30-Jun-1993,,"Amendment: 2
23-Feb-1979",
O-M-232L,Methanol (Methyl Alcohol),6810,GS3,4-Jan-2006,,,
W-S-896/2E,"Switches, Toggle And Lock, Flush Mounted (AC) (Detail Specif",5930,CC,18-Apr-2001,,,
W-S-896F/GEN(1),"Switches, Toggle (Toggle and Lock), Flush Mounted (General S",5930,CC,31-May-1999,,,
GG-S-773D,"Straightedge, Plastic and Wood",6675,CR,9-Jun-1978,,,
GG-S-805B,"Surveyor, Dental Clasp",6520,DM,18-Nov-1977,,,
TT-I-735A(3),Isopropyl Alcohol,6810,AS,11-Jul-1963,,"Amendment: 1
23-May-1973",
TT-N-95B(1),Naphtha; Aliphatic-Notice 1 is inactive for new design,6810,AS,10-Jul-1967,"Notice: 2
19-Apr-2001",,
TT-P-595A,"Preservative Coating, Canvas",8030,GL,5-Feb-1968,,,
O-R-1151B,"Regenerator, Lithographic Blanket",6850,GS,13-Nov-1969,,,
O-S-634B,"Sodium Nitrate, Technical (Nitrate of Soda)",6810,OS,14-Dec-1970,,,
O-S-639B,"Sodium Phosphate, Dibasic, Anhydrous, Technical",6810,SH,24-Aug-1984,,,
O-S-642G,"Sodium Phosphate, Tribasic, Anhydrous; Dodecahydrate; and Mo",6810,SH,7-May-1993,,,
O-S-801F,"Sulfuric Acid, Electrolyte; for Storage Batteries",6810,GS3,22-Mar-2001,,,
W-T-631C(2),"Transformer, Power, Distribution",6120,CR,4-Dec-1973,"Notice: 2
26-Apr-2007",,
HH-G-156E,"Gasket Material, General Purpose; Rubber Sheets, Strips, and",5330,SH,5-Apr-1993,,,
HH-I-00536A,"Insulation Sheet, Electrical, Natural Muscovite Mica",5970,ER,1-Apr-1963,,,
TT-P-645B(1),"Primer, Paint, Zinc-Molybdate, Alkyd Type",8010,SH,12-Mar-1990,,,
TT-P-650D,"Primer Coating, Latex Base, Interior, White (for Gypsum Wall",8010,CR,25-Aug-1988,,,
TT-P-1757B,"Primer Coating, Zinc Chromate, Low-Moisture-Sensitivity",8010,AS,15-May-1997,,"Amendment: 3
18-Jun-1976",
TT-P-1952E,"Paint, Traffic and Airfield Marking, Waterborne",8010,84,10-Jul-2007,,,
Q-C-571C,Coke (Coal),9110,CR,12-Aug-1969,,,
S-F-695G(1),"Fryers, Deep Fat (Electric) (Notice 4 canc Int Amd 4/7/92)",7310,SH,5-Jun-1981,,"Amendment: 2
1-Feb-1977",
S-R-2834,"Radiators: Heating, Steel, Multifin Type",4520,YD1,30-Dec-1993,,,
T-C-2754,"Cord, Polyester, Coreless (Inactive 12/3/98)",4020,IS,5-Feb-1990,,,"Int Amendment: 1
7-Feb-1968"
HH-P-31F,"Packing Material, Asbestos, Metallic Cloth and Tape",5330,SH,5-Jun-1987,,,
HH-P-46E(2),"Packing, Asbestos, Sheet, Compressed",5330,SH,18-Mar-1980,"Notice: 1
3-Jan-2008",,
KK-L-165C(2),"Leather, Cattlehide, Vegetable Tanned and Chrome Retanned,",8330,GL,1-May-1969,,"Amendment: 2
8-Aug-1975",
TT-P-2756A,"Polyurethane Coating: Self-priming Topcoat, Low Volatile Org",8010,AS,29-Feb-1996,,,
TT-P-2760A,"Primer Coating: Polyurethane, Elastomeric, High-Solids",8010,AS,30-Dec-1994,"Notice: 1
27-Sep-2007",,
TT-R-248B(1),"Remover, Paint and Lacquer, Solvent Type-Notice 1 is inactiv",8010,AS,29-Oct-1981,,,
TT-R-266D,"Resin, Alkyd; Solutions",8010,SH,17-Nov-1971,,,
TT-R-2918A,"Remover, Paint, No Hazardous Air Pollutants (HAPS) (reactiva",8010,AS,19-Mar-2001,,"Amendment: 2
23-Jun-1977",
UU-I-552(1),Investment Soldering,6520,DM,12-Dec-1950,,,
KKK-A-1822E,"Ambulance, Emergency Medical Care Surface Vehicle",2310,FSS,1-Jun-2002,,,
KKK-B-1579B,"Buses, Motor: School, With High Headroom, 20-, 28-, 36-, 44-",2310,AT,1-Oct-1985,,,
KKK-L-370D,"Lining, Friction, (Clutch and Brake; Metallic, Metal-Ceramic",2520,CC,16-Jun-1988,,,
FF-L-2937(2),"Combination Lock, Mechanical",5340,FAS,31-Jan-2005,"Notice: 1
8-Dec-2004",,
T-O-56A,"Oakum, Marine",5330,SH,22-Dec-1970,"Notice: 1
4-Jun-2008",,
T-R-571E,"Rope, Cotton, or Cotton and Polyester",4020,IS,13-Mar-1990,"Notice: 1
3-Dec-1998","Amendment: 1
19-May-1969",
T-R-650(1),"Rope, Yarn and Twine, Bast Fiber (Inactive 12/3/98)",4020,IS,21-Dec-1967,"Notice: 1
3-Dec-1998",,
T-T-616B,"Treatment: Mildew Resistant, For Rope and Cord (Inactive 12/",4020,IS,12-Jun-1986,,,
W-C-375/2B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
AA-D-600D(2),"Door, Vault, Security",7110,FAS,12-May-2000,,"Amendment: 2
1-Sep-1971",
KK-L-170C(2),"Leather, Kidskin or Goatskin, Chrome Tanned",8330,CT,11-Feb-1972,,"Amendment: 1
18-Feb-1971",
KK-L-201F(1),"Leather, Cattlehide, Lace, and Cut Laces",8330,GL,31-May-1968,,"Amendment: 1
28-Apr-1949",
KK-S-151C,"Satchels, Physician's",6532,DM,31-Jul-1989,,,
MM-L-736C(1),Lumber; Hardwood,5510,IS,9-Mar-1973,,,
UU-S-48F,"Sacks, Shipping, Paper (Notice 1 of Inactivation For New Des",8105,GL,1-Jun-1973,,,
KKK-T-683E(1),"Trucks, Hand, Two Wheeled",3920,IS,6-Jan-1987,,,
KKK-T-001985,"Trucks, Light Commercial, Electric Powered, Front or Rear Wh",2320,FSS,1-Sep-1977,,,
ZZ-T-381R,"Tires, Pneumatic, Vehicular (Highway) (New and Retreaded)NOT",2610,AT,1-Aug-1989,"Notice: 1
15-Apr-2005",,
W-C-375/3C,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 1
19-Nov-1986",,
W-C-375/5B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5935,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/6C,"Circuit Breakers, Molded Case, Branch Circuit And Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/7C,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5935,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/10B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/11B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/12B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/14A,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/15A,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/16B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/17B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/19B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/20B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,,,
W-C-375C/GEN,"Circuit Breakers, Molded Case, Branch Circuit and Service (S",5925,CC,11-Aug-2000,,,
W-C-571C,"Conduit and Fittings, Nonmetal, Rigid; (Asbestos-Cement or F",5975,YD1,15-Jan-1981,,,
AA-F-360,"Filing Cabinets, Steel, Map and Plan (Sectional)",7110,FSS,14-Mar-1956,,,
AA-F-00360B,"Filing Cabinets, Steel, Map and Plan, (Sectional)",7110,FSS,26-Jul-2002,,"Amendment: 3
20-Apr-2007","Int Amendment: 0
--"
AA-F-363D(3),"Filing Cabinet, Security, Maps and Plans, General Filing, an",7110,FAS,1-Jun-2001,,"Amendment: 1
15-Jun-1972",
VV-C-846C,Cutting Fluids: Emulsifiable Oils,9150,GS,19-Aug-2005,,"Amendment: 1
26-Sep-1968",
VV-F-800E,"Fuel Oil, Diesel",9140,CR,13-Jul-1994,,"Amendment: 1
11-Feb-1944",
VV-G-632B,"Grease, Industrial, General Purpose",9150,CR,12-Oct-1989,,,
VV-G-671F,"Grease, Graphite",9150,CR,12-Oct-1989,,,
XX-D-370D,"Dispensing Pump, Hand Driven, Drum, 1 Quart Oil, (for 15-To",4930,AT,24-Oct-1983,,,
XX-D-385E,"Dispensing Pump, Hand Driven, Liquid Petroleum Fuel",4930,AT,28-Oct-1982,,"Amendment: 2
22-Jan-1958",
MMM-A-1754,"Adhesive and Sealing Compound, Epoxy, Metal Filled (Notice 1",8040,AS,1-Jul-1973,"Notice: 1
12-Jul-2001",,
MMM-A-1931,"Adhesive, Epoxy, Silver Filled, Conductive (Notice 1 - Inact",8040,AS,19-Sep-1975,,,
NNN-B-300A,"Blood Collecting-Culture Unit, Laboratory",6630,DM,19-Aug-1977,,,
